sales,email,opened,agreement,credit_limit,risk_score
630,1,1,0,525.2629457,0.327876689
700,0,0,0,1237.614782,0.493133454
670,1,0,0,1629.488381,0.571249135
950,1,1,1,2283.092183,0.657394212
560,1,1,1,1285.824018,0.524157981
620,1,1,0,1660.669396,0.58595706
660,1,0,0,1340.039582,0.519134454
620,0,0,0,1236.673224,0.51047413
600,1,1,0,1388.355061,0.535175667
680,1,1,0,1177.643927,0.485240989
660,1,0,0,597.4787609,0.325750422
680,1,1,1,664.7816176,0.371861317
460,0,0,0,546.16528,0.310828429
560,1,1,0,707.0142832,0.374721795
620,1,1,0,1045.671687,0.455567148
720,0,0,0,1264.305691,0.517313768
560,0,0,0,891.3789412,0.422689219
720,1,1,1,1226.486367,0.499086675
830,1,1,0,1710.450735,0.590167614
610,1,0,0,920.0315075,0.4572506
750,1,1,0,1369.381896,0.545687853
680,0,0,0,1846.022244,0.617978814
660,1,1,1,1217.391618,0.504115778
670,1,0,0,738.3000691,0.381181989
730,0,0,0,1118.717772,0.478603938
810,0,0,0,1517.342969,0.564122875
680,1,1,0,1239.080712,0.529147756
760,0,0,0,1693.57986,0.578692638
700,1,0,0,1877.272156,0.609343271
750,1,0,0,1163.5579,0.48356688
550,0,0,0,879.6875629,0.42596575
640,1,0,0,1304.407785,0.541622883
550,1,1,0,1110.706362,0.494979486
720,1,1,0,1287.495555,0.503508924
800,0,0,0,1411.603307,0.5310434
740,1,1,1,934.9164822,0.438351554
720,1,0,0,1073.953995,0.472902066
640,0,0,0,1910.328289,0.611848602
610,1,1,0,773.6133121,0.401149412
700,0,0,0,1734.655971,0.587073569
640,0,0,0,774.94447,0.379993326
650,1,1,0,1227.822745,0.499153024
630,1,0,0,992.0244081,0.433528782
600,0,0,0,672.1349965,0.348422557
620,0,0,0,1354.366502,0.534126991
680,1,1,1,882.0694557,0.421220606
770,1,1,1,746.1967845,0.3951123
740,0,0,0,1196.970312,0.501471772
790,1,1,0,2226.707799,0.653372622
720,0,0,0,527.5660134,0.322360428
560,1,1,1,1085.873561,0.487608959
680,0,0,0,1143.938272,0.483156749
690,0,0,0,1083.346232,0.458658899
780,1,0,0,1460.279515,0.53344803
740,1,1,0,1747.912945,0.596426271
710,1,1,0,1034.034511,0.48349979
550,0,0,0,614.4853104,0.356702634
670,0,0,0,1106.63533,0.475386189
630,1,0,0,1469.742206,0.549425789
680,0,0,0,1272.763487,0.502915364
640,0,0,0,1430.660237,0.521783583
710,0,0,0,1274.452369,0.527147509
640,0,0,0,844.0091957,0.401033399
610,1,1,0,1101.093422,0.492518284
790,1,1,1,1596.963632,0.566162419
730,1,1,1,1385.462745,0.538893333
670,1,1,1,1134.233353,0.48409901
720,1,0,0,1481.884355,0.555320809
580,0,0,0,807.1956513,0.422462291
810,1,0,0,1973.275776,0.618660728
750,0,0,0,1796.493152,0.607908952
690,1,1,0,1236.696108,0.532734262
500,0,0,0,501.8108425,0.301339773
650,1,0,0,841.6648726,0.417626795
550,1,1,1,521.1306223,0.291936996
750,0,0,0,1356.197324,0.527910153
650,1,1,1,900.8408573,0.445659283
700,0,0,0,1232.412536,0.522580225
450,0,0,0,548.2060216,0.313570143
600,1,1,1,663.7742134,0.343775265
600,0,0,0,1464.957568,0.538872086
790,0,0,0,1379.097165,0.533210808
620,1,0,0,730.8064754,0.397657011
650,1,0,0,455.6164052,0.273794944
600,1,0,0,997.446223,0.452428059
660,1,0,0,826.3875643,0.408975479
650,0,0,0,1115.417662,0.487217782
700,0,0,0,1309.288086,0.538369995
780,0,0,0,1437.905538,0.551256342
560,1,1,1,804.9123932,0.405430848
760,0,0,0,1016.558566,0.463052497
650,0,0,0,957.1448016,0.462346649
600,1,1,1,961.5996249,0.434192258
620,0,0,0,695.7195712,0.363409773
480,1,0,0,787.287385,0.387694978
660,1,1,1,708.9880003,0.352825156
690,1,0,0,1896.963198,0.60430611
760,1,1,1,1544.125195,0.571734708
560,1,1,1,1218.97141,0.495085857
610,1,0,0,959.285112,0.432318183
760,1,0,0,1961.557273,0.610641253
600,0,0,0,669.363825,0.353216584
670,1,1,0,1045.750864,0.478633327
720,0,0,0,1403.671649,0.535862757
580,1,0,0,884.5621715,0.419261118
910,0,0,0,2496.698997,0.670310717
820,1,1,1,1114.860252,0.483382831
680,1,1,1,1382.71844,0.548688769
750,1,1,1,1564.621533,0.579536363
530,0,0,0,494.6815256,0.276409623
1020,1,1,0,2620.914291,0.687962901
760,1,0,0,1770.832951,0.606060356
640,1,1,0,1338.042376,0.504382489
620,0,0,0,1347.386395,0.520672888
680,0,0,0,1265.322285,0.507962455
710,1,1,0,827.0874253,0.434082956
670,0,0,0,967.3329044,0.463768294
550,0,0,0,1086.4129,0.479573855
710,0,0,0,1951.183097,0.612126481
670,0,0,0,807.126954,0.394367615
730,1,0,0,1452.331015,0.552768613
560,0,0,0,1185.336758,0.507737736
540,0,0,0,1025.662034,0.461325441
720,1,1,0,1564.072247,0.563480301
570,1,1,1,758.4384406,0.380208755
590,0,0,0,585.9782993,0.343945761
560,0,0,0,886.382947,0.409637039
550,1,1,1,1128.181611,0.491595287
630,1,1,1,1375.675481,0.510541047
680,1,1,1,1038.501075,0.47479213
530,1,0,0,1100.492458,0.489599957
640,1,0,0,1229.648326,0.51665557
570,0,0,0,859.8635212,0.41527548
670,1,1,1,1135.463242,0.483551054
630,1,0,0,777.3842989,0.377700355
740,1,1,0,1755.096151,0.581598735
610,0,0,0,1207.314577,0.511228767
800,1,1,1,1410.900002,0.549195211
450,1,1,1,955.7791372,0.432478399
620,1,0,0,1334.96254,0.523998137
710,0,0,0,1726.756301,0.616284663
770,0,0,0,1284.555573,0.511058117
670,1,0,0,2163.892505,0.648843813
580,0,0,0,794.5105067,0.382148653
660,0,0,0,1533.00851,0.56648303
770,0,0,0,1361.280564,0.522140471
580,0,0,0,749.8379969,0.349197947
730,0,0,0,1081.678533,0.478977512
540,1,1,0,517.87509,0.281448776
800,1,1,0,1474.594762,0.56348731
550,0,0,0,382.9330023,0.247541384
490,1,1,0,755.5313571,0.396449364
670,0,0,0,1101.497641,0.46380737
630,1,1,1,373.9786779,0.241243555
880,0,0,0,1609.469238,0.56980584
660,0,0,0,725.1012304,0.37756228
790,0,0,0,1396.488481,0.530769939
550,1,0,0,362.0307878,0.216791529
580,0,0,0,722.3021845,0.363814834
630,1,1,1,1436.225832,0.53952199
480,0,0,0,915.6062058,0.429987035
640,1,0,0,662.9862209,0.335217553
740,1,1,0,1882.174891,0.610104821
770,1,0,0,2010.602307,0.636018264
750,0,0,0,2061.521964,0.618831656
850,1,0,0,1729.01997,0.59041482
690,1,1,0,710.8583474,0.368056224
550,1,0,0,576.4043469,0.328382289
710,0,0,0,1117.294266,0.465916324
610,1,1,0,1368.121178,0.507453709
690,0,0,0,443.4358625,0.257299352
610,1,1,0,852.9943824,0.430376573
630,1,1,0,1018.420714,0.449852976
580,0,0,0,792.3631267,0.392102384
660,0,0,0,2135.026522,0.638113005
660,0,0,0,799.2001676,0.418239655
580,0,0,0,1356.259795,0.538261336
720,1,0,0,2152.184547,0.654057979
850,0,0,0,2304.987502,0.660923697
670,1,1,0,964.2831964,0.445725397
650,1,1,1,822.3735173,0.398760521
750,1,1,1,1823.008134,0.608880268
660,1,1,0,1341.834792,0.523182297
630,1,0,0,832.9945947,0.429368704
710,0,0,0,974.2940036,0.448353639
800,1,0,0,2247.288764,0.651100975
700,0,0,0,1189.855381,0.479353331
660,0,0,0,817.8544004,0.398046528
720,0,0,0,1564.80346,0.559774016
660,1,0,0,1406.856391,0.533729078
700,1,1,0,1052.202484,0.484725057
680,1,1,1,1109.014243,0.461651945
590,0,0,0,1595.24021,0.564230632
690,1,1,1,1267.980348,0.525791688
820,1,1,0,2127.111464,0.626933841
660,0,0,0,691.9046178,0.372734565
720,0,0,0,1411.942802,0.543333904
780,0,0,0,1558.306866,0.566914447
610,1,0,0,690.7591925,0.366859177
690,0,0,0,1117.134799,0.467380588
680,0,0,0,1478.674608,0.548684725
660,0,0,0,1023.869536,0.453077185
770,1,1,1,1235.432498,0.507039719
700,1,0,0,1899.691269,0.60983864
680,0,0,0,897.6446748,0.422784113
850,0,0,0,2367.227198,0.670166377
620,1,1,1,1845.791404,0.609620878
710,1,0,0,1089.75522,0.456680984
730,0,0,0,1569.369493,0.551975707
780,0,0,0,1831.887306,0.596933276
620,1,0,0,587.0835837,0.339526371
630,1,0,0,1230.691361,0.504028946
530,1,1,1,1007.426233,0.457984126
830,1,0,0,1434.590796,0.550232101
740,1,1,0,2117.777129,0.655726989
720,0,0,0,1851.907135,0.611883216
850,0,0,0,2067.234943,0.62443118
520,0,0,0,695.7613165,0.363973673
660,1,0,0,674.1684888,0.347051949
560,1,0,0,777.0986252,0.423694571
680,1,1,1,1128.137734,0.479671643
640,1,0,0,1157.288808,0.492300444
660,0,0,0,1236.783021,0.517819358
750,1,0,0,1456.14217,0.56526307
670,1,0,0,830.1623392,0.414940159
640,1,0,0,1068.31069,0.468379774
840,0,0,0,1783.540569,0.594239549
860,1,1,1,1284.383596,0.538388756
640,0,0,0,1106.005763,0.471900576
600,0,0,0,629.1601305,0.358642975
490,0,0,0,308.813489,0.210399107
710,0,0,0,990.0431622,0.453114835
690,0,0,0,871.4255561,0.408690458
780,1,0,0,1557.806126,0.566610504
600,1,1,1,619.8166607,0.339331558
590,1,0,0,517.093077,0.32813576
570,1,1,1,932.3976517,0.414542048
600,0,0,0,937.6933225,0.443770047
750,1,1,1,1959.517077,0.613431959
740,0,0,0,1831.838822,0.606534798
840,0,0,0,1512.967499,0.579932853
750,1,0,0,1107.027228,0.497111575
750,0,0,0,1511.177353,0.565320568
700,1,1,0,1177.270527,0.482468734
640,1,0,0,442.5581212,0.26881784
610,0,0,0,251.4822622,0.159604987
490,0,0,0,827.5155901,0.403096363
790,0,0,0,1779.935706,0.598963096
790,1,1,0,1058.454417,0.467818536
760,1,1,1,1392.00284,0.541170697
610,0,0,0,1067.020394,0.467003934
620,0,0,0,985.9696096,0.469221222
670,1,0,0,755.0840299,0.373815885
600,1,0,0,929.4526211,0.445304022
660,0,0,0,1483.546203,0.560444689
850,1,0,0,1944.368632,0.623648626
680,1,0,0,1411.59368,0.541303474
1060,1,1,0,3254.164507,0.724059174
710,0,0,0,1113.365329,0.486806431
740,0,0,0,980.5072024,0.453051492
720,1,0,0,1013.761922,0.470116024
790,0,0,0,1366.735754,0.532364771
680,0,0,0,1226.473059,0.496267299
660,0,0,0,1265.629209,0.491644747
590,1,0,0,1102.574337,0.47083114
640,1,0,0,1505.268064,0.549635153
720,0,0,0,1072.415558,0.496042932
770,0,0,0,1394.802095,0.533332501
560,1,0,0,1164.593145,0.503608548
830,0,0,0,1976.394948,0.629354632
620,0,0,0,870.1299124,0.405806033
670,0,0,0,1637.422916,0.577597942
560,1,1,0,866.4964254,0.426132767
550,1,1,1,739.4367399,0.382832568
670,1,1,0,1753.469753,0.592986566
810,0,0,0,1547.164274,0.565225951
680,1,0,0,1254.502603,0.521156715
500,0,0,0,513.7755378,0.30909298
750,1,1,0,2179.546281,0.628861642
800,1,0,0,1308.830584,0.548216933
570,0,0,0,1091.131544,0.473946149
530,0,0,0,538.7808234,0.29541766
610,0,0,0,840.8436192,0.410386501
780,0,0,0,1344.290699,0.534381939
670,1,0,0,719.7028916,0.383977028
700,0,0,0,704.1237104,0.383533055
690,1,0,0,868.7806457,0.412979823
620,0,0,0,988.250573,0.461864725
670,1,0,0,898.5095969,0.419917082
740,0,0,0,1658.981512,0.588448448
710,0,0,0,1234.933167,0.509168149
660,1,1,1,1041.554215,0.485720685
740,0,0,0,1204.899944,0.504347036
810,1,0,0,1090.134958,0.48595138
580,0,0,0,1144.375635,0.500142021
830,0,0,0,1576.299654,0.564146603
640,0,0,0,2008.206795,0.614712379
750,0,0,0,1322.946362,0.524196393
770,1,1,0,1340.038963,0.526619813
680,0,0,0,1329.657727,0.52770957
730,0,0,0,1207.009661,0.507612905
660,0,0,0,454.506112,0.25800237
770,1,1,1,1442.080623,0.552282568
630,0,0,0,1074.767991,0.488014243
740,0,0,0,1860.582623,0.605473174
690,0,0,0,1449.071844,0.539939976
790,1,0,0,2479.813944,0.675703488
620,0,0,0,1149.962797,0.476928151
740,1,1,0,973.4949753,0.466368676
610,1,0,0,1343.435315,0.520584062
810,0,0,0,1303.016831,0.519054608
580,1,1,1,975.3515753,0.445790624
580,0,0,0,912.0923293,0.437345832
730,0,0,0,966.6368739,0.443563876
580,0,0,0,924.4755684,0.44480608
720,1,0,0,1174.147597,0.503643373
490,0,0,0,611.9502116,0.350670973
730,0,0,0,1146.772947,0.503796123
880,0,0,0,1597.110178,0.567816225
900,0,0,0,1946.596702,0.613616163
830,0,0,0,2516.821452,0.684145316
790,1,1,1,1606.591504,0.571378824
680,1,1,1,1079.950179,0.4524123
690,1,0,0,1344.0544,0.524665126
850,0,0,0,2154.232871,0.651762492
740,0,0,0,1468.363855,0.55113566
630,0,0,0,660.6272279,0.340681039
550,0,0,0,811.2650045,0.383271284
750,0,0,0,1513.636706,0.537806795
790,0,0,0,2176.792276,0.639624671
730,1,0,0,857.8425603,0.405810208
620,1,1,1,1383.750958,0.533288284
800,0,0,0,1068.56227,0.481156874
550,1,0,0,856.8236296,0.432830896
690,1,1,1,639.223102,0.349020728
640,0,0,0,1126.667816,0.478410618
500,0,0,0,995.8552363,0.443898448
520,0,0,0,1171.77643,0.490660231
830,0,0,0,2571.590387,0.68633206
570,0,0,0,369.1522718,0.217970273
570,0,0,0,774.6301725,0.395649808
580,1,0,0,1197.251237,0.512633724
570,1,0,0,1318.211621,0.521874955
700,1,0,0,657.4187517,0.352307628
630,1,1,1,962.364665,0.449843828
740,1,1,1,1568.439991,0.579068768
670,0,0,0,729.3965072,0.391822532
660,0,0,0,803.454612,0.419770043
690,1,1,1,1355.061346,0.521649714
590,1,0,0,1072.156736,0.474090654
510,0,0,0,728.4314091,0.387591532
530,1,0,0,1074.36013,0.476305961
600,1,1,0,660.399558,0.36041419
680,1,0,0,957.2782654,0.450412804
700,1,1,0,1097.306903,0.458406293
760,1,0,0,987.338355,0.469929672
630,1,1,0,766.2495546,0.374269017
640,1,1,1,1423.3719,0.547806249
850,0,0,0,1763.401912,0.594875193
880,0,0,0,1728.799359,0.580803274
800,1,1,0,1697.292689,0.582733854
780,1,1,0,1633.065054,0.58717618
610,1,0,0,980.4329187,0.444381268
600,1,1,1,901.5448873,0.409067049
550,1,1,0,1108.246022,0.457813204
800,1,0,0,1100.419437,0.479548303
640,1,0,0,964.4121715,0.441738355
600,1,1,1,1070.249243,0.48143447
750,0,0,0,1851.922876,0.618481361
750,0,0,0,1511.663255,0.558087304
680,0,0,0,1082.555541,0.489118175
720,1,0,0,1315.636554,0.525357721
850,1,0,0,1216.507331,0.506172173
740,1,1,0,1503.547451,0.558336179
700,0,0,0,1273.705459,0.507760561
710,0,0,0,1303.619201,0.515714263
600,0,0,0,646.4524528,0.356967102
780,1,1,1,1607.704897,0.562354594
570,0,0,0,1064.797799,0.458829862
670,0,0,0,2442.850446,0.680708771
610,1,1,1,1171.565739,0.489635149
750,0,0,0,1955.169432,0.6293991
630,0,0,0,820.492236,0.393810473
670,1,0,0,1363.028848,0.525109764
570,1,0,0,968.3926035,0.460471268
660,1,1,1,1335.354875,0.513972549
620,0,0,0,980.261498,0.466720733
570,1,1,1,965.6417242,0.445330409
970,1,0,0,2161.700733,0.630749887
580,0,0,0,536.1860086,0.311637388
620,1,0,0,1488.334587,0.553910976
670,0,0,0,1209.388507,0.50859129
750,1,0,0,1809.133196,0.59792747
650,0,0,0,1067.4109,0.484114251
580,0,0,0,1115.272247,0.489010668
770,1,0,0,1380.504471,0.534320731
710,1,1,0,1129.790058,0.481281667
770,0,0,0,1405.792253,0.529626875
540,1,1,0,866.1261176,0.421926973
910,0,0,0,1779.167506,0.586357929
670,0,0,0,1226.727608,0.502422289
720,1,0,0,1524.994388,0.566618445
700,1,1,0,1405.959954,0.560952773
730,1,1,1,1367.614948,0.5420465
800,0,0,0,1279.439976,0.520318383
520,1,0,0,828.3417083,0.391827976
530,0,0,0,593.6344568,0.329783103
690,1,0,0,1312.415488,0.530032083
640,1,0,0,739.6375229,0.388494268
620,1,0,0,1017.984402,0.457029876
650,0,0,0,1469.018814,0.566883264
720,0,0,0,1497.24756,0.549797846
790,0,0,0,1247.376218,0.527961651
910,0,0,0,2376.978821,0.652526578
600,1,0,0,900.7592912,0.43870158
510,1,0,0,841.6187106,0.409684935
660,0,0,0,1156.863528,0.482783144
760,0,0,0,1855.331411,0.610342676
520,0,0,0,306.1859874,0.202290444
670,1,0,0,1165.647355,0.494184922
640,1,1,1,1027.080101,0.458987158
620,1,1,0,1344.51284,0.522916729
700,0,0,0,2363.255783,0.650730703
530,0,0,0,787.7308365,0.37625467
630,1,1,0,1467.880686,0.549368006
790,0,0,0,1622.083953,0.57947636
630,0,0,0,302.2825774,0.201382648
630,0,0,0,1291.60606,0.517931484
420,1,1,0,556.3021605,0.332123501
590,1,1,0,1324.352597,0.515149371
590,1,1,1,1121.611216,0.473157291
810,0,0,0,1429.324743,0.552325735
680,0,0,0,931.965372,0.432048981
660,0,0,0,1023.502505,0.465757362
660,0,0,0,679.8037349,0.349116162
580,1,1,0,1049.510084,0.464542559
810,1,1,0,1819.414968,0.598831019
710,1,1,0,835.4529065,0.403707715
650,0,0,0,808.3193847,0.407418509
480,0,0,0,789.4689808,0.409446264
690,0,0,0,1076.643975,0.478261697
620,1,0,0,1455.837473,0.551718157
760,1,0,0,2245.062282,0.669581286
520,0,0,0,1128.040853,0.494290579
920,1,0,0,3297.97085,0.732669065
700,0,0,0,1140.742429,0.499519633
670,1,0,0,2093.639726,0.644556187
620,0,0,0,719.2122959,0.362120981
740,1,1,1,991.8262292,0.468389918
420,0,0,0,799.9282965,0.386020115
790,1,1,0,1821.141639,0.613978697
590,1,1,1,843.2921112,0.431489932
690,0,0,0,934.1061619,0.441041415
660,0,0,0,1182.519726,0.517824051
600,1,0,0,896.5605143,0.438893227
670,0,0,0,1324.31204,0.513858702
630,1,1,1,1279.337224,0.513453663
720,1,0,0,1371.906997,0.545113412
720,1,0,0,1034.386461,0.459745664
580,0,0,0,647.033344,0.357815114
640,1,1,1,876.8954842,0.417304131
650,0,0,0,1278.417546,0.522084726
680,0,0,0,1374.133146,0.532388488
670,0,0,0,2051.940741,0.620605183
670,1,0,0,1231.725136,0.497857418
600,1,0,0,960.3444113,0.442645504
580,1,1,1,731.6070206,0.378284258
550,1,0,0,1179.24578,0.501265055
600,0,0,0,642.4398138,0.328701254
730,0,0,0,1343.389969,0.514789593
760,1,1,1,1520.620499,0.552854324
620,1,0,0,989.9984549,0.48218207
830,0,0,0,992.4727318,0.461528365
620,1,0,0,1305.095814,0.533190821
570,1,1,1,938.2631459,0.448871422
770,0,0,0,1910.159755,0.623855545
570,0,0,0,581.9907312,0.330335049
520,1,0,0,927.8207916,0.441159693
720,0,0,0,1668.842431,0.594731572
720,0,0,0,989.085793,0.445680399
660,0,0,0,870.6632177,0.429546638
650,1,0,0,934.3859778,0.44308943
480,1,0,0,690.4134682,0.34083805
600,1,1,1,718.7644708,0.371930741
700,1,1,0,1478.643639,0.554304185
610,1,1,1,1101.937387,0.450133222
650,1,0,0,1471.325421,0.573189837
720,0,0,0,1383.813228,0.532574517
910,0,0,0,2019.926006,0.635661832
790,1,1,0,1320.451542,0.497690687
920,1,1,0,2302.618358,0.645900195
740,1,1,0,1370.856202,0.518224723
600,1,1,1,1464.197842,0.536340503
450,1,0,0,601.5618464,0.353750032
670,1,0,0,1343.423441,0.541014
590,0,0,0,1164.138899,0.491620181
670,1,0,0,984.2632955,0.446170192
680,1,1,1,708.6152314,0.395263574
750,1,1,0,1628.133815,0.566179485
710,1,1,1,654.6383326,0.355865093
620,1,0,0,2262.867308,0.652810698
650,1,1,1,720.872076,0.37454859
640,1,1,0,1205.618837,0.508805417
850,0,0,0,1743.521556,0.587383353
540,1,1,0,804.2573229,0.399646017
630,0,0,0,530.4309202,0.320123102
530,1,0,0,559.2940434,0.325466336
680,0,0,0,1035.82415,0.472284384
770,1,0,0,1958.470066,0.610713741
650,1,1,0,850.887992,0.433280714
560,0,0,0,825.2086163,0.413894884
620,0,0,0,1150.136081,0.488761094
640,1,1,1,1212.438265,0.507855506
600,1,0,0,772.3755166,0.38790252
900,0,0,0,2781.64084,0.695225171
740,1,1,0,1263.366644,0.513556504
860,0,0,0,1583.247277,0.571207606
710,1,0,0,890.2173482,0.443460345
430,1,1,1,911.7751739,0.42890705
630,0,0,0,1179.748793,0.488647953
680,0,0,0,668.7077262,0.346678985
550,0,0,0,762.1817871,0.400194096
490,1,0,0,971.7168382,0.462895854
620,1,0,0,814.5625224,0.37687957
750,0,0,0,1084.569761,0.477706433
590,0,0,0,894.8016699,0.431150178
440,0,0,0,551.1086548,0.330065583
640,0,0,0,1374.014407,0.541209503
820,0,0,0,2291.733283,0.65899612
720,0,0,0,1285.521664,0.512751123
810,0,0,0,1373.31901,0.549630007
660,0,0,0,1098.471334,0.506977368
940,1,0,0,1500.58346,0.556838171
620,0,0,0,694.1964279,0.378614242
710,1,1,1,892.8852916,0.431261539
780,0,0,0,952.6693661,0.428537642
560,1,1,0,1191.418513,0.507581562
570,1,1,0,1272.89187,0.517104786
710,1,0,0,1525.726257,0.567258298
720,1,0,0,1394.499058,0.543915375
660,1,1,1,983.9236803,0.460117742
660,1,0,0,1187.944443,0.497702576
870,1,1,0,1430.599304,0.543252802
650,0,0,0,886.7983864,0.435770929
660,0,0,0,1241.139954,0.508371036
850,0,0,0,2174.83042,0.635435033
510,1,0,0,593.140256,0.332780297
630,1,1,1,1095.711732,0.451360176
640,1,0,0,1151.386726,0.4767916
700,0,0,0,1338.794231,0.510961206
820,0,0,0,2321.754493,0.667622084
570,1,0,0,686.7312239,0.36849953
700,0,0,0,1459.093674,0.550468165
640,0,0,0,1108.834419,0.498182673
610,1,1,1,607.887428,0.341891325
690,1,1,0,974.7415347,0.445158032
500,0,0,0,963.9099434,0.452378855
710,0,0,0,1244.43574,0.518613605
720,0,0,0,1976.116594,0.618884265
600,0,0,0,618.0156813,0.328951417
720,0,0,0,513.760606,0.305060888
690,0,0,0,1168.047099,0.486367403
690,1,1,0,1717.762856,0.593242057
610,0,0,0,1063.258243,0.466153603
820,0,0,0,2136.678619,0.649810408
720,0,0,0,1436.736467,0.557107895
640,0,0,0,888.9161215,0.413368286
680,0,0,0,1810.91179,0.596189787
750,1,1,0,1582.582639,0.575388632
660,1,0,0,1261.607337,0.525370308
520,1,1,1,513.6149645,0.305896463
620,0,0,0,1200.995531,0.511167972
810,0,0,0,1916.534098,0.625184538
660,0,0,0,1297.687161,0.521634407
670,1,0,0,1380.522901,0.523188078
790,0,0,0,2127.398275,0.639010217
670,0,0,0,812.1186504,0.413991034
740,0,0,0,952.6980655,0.452427141
740,1,1,0,1725.49465,0.602277141
720,0,0,0,921.0231849,0.446265134
760,1,0,0,1727.071573,0.587171263
590,0,0,0,713.6732144,0.365445259
610,0,0,0,798.8493403,0.402881829
830,0,0,0,1388.698578,0.550284264
460,0,0,0,470.2109309,0.303890624
610,1,0,0,1005.476117,0.443050042
740,1,1,0,1629.667197,0.573976212
710,1,1,1,605.4305129,0.353454055
720,1,0,0,1632.488975,0.57766567
590,0,0,0,1025.495013,0.457004622
680,0,0,0,500.3041532,0.287477223
550,1,0,0,633.7464739,0.357523596
510,0,0,0,663.4196877,0.376407295
740,0,0,0,1783.656616,0.583134627
820,1,0,0,1370.663545,0.537086289
620,1,0,0,1283.51945,0.523973666
690,1,0,0,1479.94109,0.561192062
870,1,0,0,2197.809404,0.637909921
560,0,0,0,1094.560398,0.474577046
630,1,0,0,804.2631007,0.399541498
750,1,0,0,1995.018243,0.617480526
670,0,0,0,1215.705629,0.495115584
670,0,0,0,984.0080708,0.439839679
660,1,0,0,1077.66411,0.469648153
450,1,1,0,958.6753941,0.441918203
630,1,1,1,670.7687433,0.340846721
620,1,1,1,1237.07034,0.498275686
610,0,0,0,1058.763011,0.471633117
670,1,1,1,1107.36701,0.484572477
650,0,0,0,1131.452736,0.481089103
570,0,0,0,1550.568471,0.557230709
740,0,0,0,1666.371905,0.589622706
690,0,0,0,1054.228253,0.48067504
620,0,0,0,822.1471632,0.402646081
760,0,0,0,2536.328669,0.670172886
680,0,0,0,1565.062229,0.581051297
620,0,0,0,1273.738346,0.51350943
630,1,0,0,1287.210671,0.511279251
590,0,0,0,1109.192273,0.48364443
760,1,0,0,1833.261812,0.604904335
580,0,0,0,1317.769441,0.526421432
570,0,0,0,810.8701432,0.422326421
580,1,0,0,1183.767791,0.495905278
710,1,1,1,1654.990457,0.561587087
580,0,0,0,1294.492184,0.514855895
570,1,1,1,1172.367296,0.481353105
840,0,0,0,2220.540977,0.659864077
730,0,0,0,819.5936559,0.400268663
690,0,0,0,1146.790213,0.477792119
730,0,0,0,1044.155522,0.467723624
590,1,1,1,592.4253723,0.354171565
680,0,0,0,981.8627462,0.444506004
490,1,1,1,1009.533507,0.445071585
640,0,0,0,1275.366429,0.53192686
600,1,1,1,628.2609644,0.345340198
790,0,0,0,1595.908143,0.580990745
530,0,0,0,688.0039883,0.346451868
600,0,0,0,904.4547246,0.41913229
610,1,1,1,827.7935318,0.405407404
770,0,0,0,1908.979992,0.598494927
740,1,0,0,1810.15666,0.597811108
700,1,1,0,1915.66181,0.60146981
630,1,1,1,789.7573884,0.392624063
710,1,0,0,1292.034312,0.517955313
680,1,0,0,1017.848511,0.455617406
630,0,0,0,1122.917617,0.472329642
720,1,1,0,1886.167596,0.600734758
690,0,0,0,1230.567952,0.501545136
640,1,0,0,929.0263671,0.430272506
660,0,0,0,1531.56836,0.565834365
600,1,0,0,1387.610534,0.542841587
910,0,0,0,2375.988475,0.664928724
740,0,0,0,1758.469611,0.609736915
750,0,0,0,1599.754604,0.57470954
600,1,0,0,1097.775181,0.463116787
780,0,0,0,1358.56797,0.52681465
690,0,0,0,1649.334122,0.584142381
690,1,0,0,917.7020604,0.43317988
750,0,0,0,1606.158043,0.566807352
670,0,0,0,1053.092997,0.487970849
670,0,0,0,804.799589,0.401746095
680,1,1,1,1139.359359,0.488937138
980,0,0,0,1913.860533,0.604411144
620,1,1,0,1004.189773,0.47423434
610,0,0,0,791.5584892,0.389961216
560,0,0,0,801.5415356,0.431446592
630,1,1,1,636.5879614,0.343141279
820,1,1,0,1774.153086,0.598468507
330,1,1,0,413.3667516,0.265108225
730,0,0,0,1607.039218,0.542894561
720,0,0,0,787.9584543,0.376277185
630,0,0,0,885.7568013,0.443519688
750,0,0,0,1415.639896,0.522929023
580,1,1,1,1016.971542,0.474824848
660,1,0,0,763.5348823,0.407487884
650,1,0,0,1154.278327,0.499892293
700,1,0,0,1277.149989,0.532639272
750,1,0,0,1064.672154,0.45849753
480,0,0,0,272.0782189,0.184509172
700,0,0,0,1733.26059,0.593438238
730,1,0,0,578.9897084,0.317578942
700,0,0,0,1085.437656,0.484490021
610,1,0,0,888.1451782,0.411652209
740,0,0,0,1662.047332,0.606828361
900,0,0,0,2172.11851,0.637267988
630,1,1,1,924.6360471,0.421565516
730,1,1,1,1009.595138,0.453431041
610,0,0,0,692.4255272,0.373026351
690,0,0,0,1573.251155,0.572935216
560,0,0,0,516.3574136,0.303534333
680,1,1,0,1080.3034,0.474220039
680,0,0,0,1437.660145,0.543424053
840,0,0,0,1815.68399,0.59303625
550,1,0,0,1083.120953,0.486662975
560,0,0,0,674.1339505,0.376486965
920,1,0,0,2609.826468,0.690306755
650,0,0,0,1077.827807,0.460008875
750,0,0,0,863.7593277,0.423608617
740,0,0,0,898.2267864,0.430802094
880,1,1,1,2126.909218,0.657010402
